;;;;;;;;;;;;SRS;;;Adjusted;;
177;Coppin State;MEAC;;20;12;63.0;55.9;7.16;;-4.18;;-1.75;-0.16;-1.91;42.41;38.14;4.27
178;High Point;Big South;;20;13;69.5;64.1;5.39;;-6.97;;3.38;-5.47;-2.10;54.03;48.72;5.32
179;Yale;Ivy;;16;12;65.6;62.8;2.82;;-2.23;;2.96;-5.22;-2.27;51.57;49.25;2.32
180;Fordham;A-10;;12;18;52.0;53.0;-1.07;;0.18;;-8.76;6.48;-2.29;48.87;47.69;1.18
181;Fairfield;MAAC;;24;9;54.5;52.0;2.58;;-5.11;;-9.05;6.52;-2.53;52.76;50.22;2.55
182;Saint Louis;A-10;;11;20;59.1;60.6;-1.58;;1.47;;-3.86;1.26;-2.60;48.79;47.14;1.66
183;Navy;Patriot;;18;14;55.4;52.5;2.91;;-5.52;;-8.41;5.80;-2.61;52.42;50.80;1.62
184;Rice;CUSA;;16;16;59.6;57.4;2.22;;-4.76;;-3.38;0.65;-2.73;37.68;34.75;2.93
185;Northeastern;CAA;;8;22;62.6;68.9;-6.27;;3.49;;1.00;-3.78;-2.78;58.97;57.24;1.73
186;Cal State Fullerton;Big West;;11;19;61.0;61.3;-0.30;;-2.55;;-4.64;1.79;-2.85;44.86;43.99;0.87
187;Clemson;ACC;;6;22;54.3;65.1;-10.89;;7.98;;-4.23;1.32;-2.92;45.54;44.05;1.49
188;Indiana;Big Ten;;6;24;57.6;69.0;-11.43;;8.52;;-0.66;-2.26;-2.92;48.51;46.90;1.61
189;Sam Houston;Southland;;18;12;64.2;53.8;10.43;;-5.88;;-3.09;0.14;-2.95;31.84;28.95;2.89
190;Butler;Horizon;;13;17;58.6;59.0;-0.43;;-0.02;;-4.79;1.77;-3.02;46.86;45.82;1.04
191;William & Mary;CAA;;10;20;68.6;69.2;-0.63;;1.57;;6.35;-9.53;-3.18;57.92;54.84;3.09
192;Boise State;MWC;;15;16;67.6;62.7;4.90;;-1.89;;3.70;-6.89;-3.20;47.70;47.46;0.23
193;Samford;Southern;;20;13;59.9;57.5;2.45;;-5.71;;-3.87;0.61;-3.26;52.31;49.40;2.90
194;Ohio;MAC;;14;18;59.3;60.1;-0.84;;-2.46;;-5.93;2.62;-3.31;46.94;45.72;1.22
195;Manhattan;MAAC;;18;16;57.0;51.9;5.09;;-6.43;;-6.96;3.58;-3.38;48.57;47.84;0.73
196;Northern Illinois;MAC;;14;17;56.7;59.5;-2.77;;-0.76;;-8.27;4.73;-3.54;46.56;45.30;1.26
197;Towson;CAA;;16;14;57.6;63.2;-5.60;;1.97;;-4.44;0.80;-3.63;52.53;51.77;0.76
198;Lehigh;Patriot;;17;13;59.3;58.2;1.17;;-5.02;;-2.77;-1.08;-3.85;48.71;48.79;-0.08
199;Old Dominion;CAA;;11;21;62.6;70.5;-7.88;;3.88;;1.49;-5.49;-4.00;53.30;52.26;1.04
200;Portland State;Big Sky;;15;14;69.4;65.6;3.86;;-2.16;;3.67;-7.91;-4.23;49.52;50.49;-0.97
201;Holy Cross;Patriot;;19;15;63.1;63.8;-0.76;;-3.50;;0.95;-5.22;-4.26;56.82;57.54;-0.72
202;Youngstown State;Horizon;;10;20;64.6;67.5;-2.90;;-1.36;;2.08;-6.34;-4.26;54.18;54.73;-0.54
203;SIU Edwardsville;OVC;;18;12;63.9;62.8;1.10;;-5.50;;-3.12;-1.28;-4.40;51.40;50.43;0.97
204;Brown;Ivy;;16;12;61.1;57.1;4.07;;-6.30;;-3.14;-1.38;-4.52;50.75;51.45;-0.70
205;New Mexico;MWC;;11;20;54.3;55.5;-1.29;;-1.42;;-8.20;3.65;-4.56;40.92;41.06;-0.14
206;Pennsylvania;Ivy;;13;15;54.1;57.5;-3.39;;-2.00;;-7.81;2.41;-5.40;46.41;48.36;-1.95
207;Monmouth;NEC;;19;13;61.3;61.8;-0.53;;-4.95;;-2.93;-2.55;-5.48;50.75;52.34;-1.59
208;UC Irvine;Big West;;13;17;64.6;68.5;-3.90;;-1.73;;0.47;-6.09;-5.63;46.96;49.70;-2.75
209;UCF;CUSA;;12;17;54.6;57.9;-3.31;;-0.66;;-6.60;0.97;-5.63;36.47;37.47;-1.00
210;Mississippi Valley State;SWAC;;18;14;64.5;57.3;7.19;;-6.09;;0.30;-5.99;-5.68;41.51;41.28;0.23
211;IUPUI;Summit;;13;19;59.8;57.3;2.53;;-3.03;;-6.30;0.60;-5.70;39.99;41.33;-1.34
212;Milwaukee;Horizon;;9;21;57.9;65.5;-7.63;;1.89;;-4.09;-1.66;-5.75;49.32;52.05;-2.73
213;Stephen F. Austin;Southland;;24;10;62.6;52.3;10.29;;-8.92;;-2.26;-3.55;-5.82;-2.84;0.33;-3.16
214;Winthrop;Big South;;18;13;69.6;64.9;4.77;;-10.71;;1.82;-7.76;-5.94;57.04;57.57;-0.53
215;Central Connecticut State;NEC;;13;16;59.6;60.1;-0.52;;-5.56;;-5.67;-0.41;-6.08;46.54;49.95;-3.40
216;East Carolina;CUSA;;12;19;58.9;57.2;1.71;;-1.40;;-5.14;-1.02;-6.16;40.18;42.18;-2.01
217;Stetson;A-Sun;;23;11;66.8;61.7;5.09;;-9.51;;-0.85;-5.33;-6.18;48.38;49.42;-1.04
218;Loyola (MD);MAAC;;13;17;58.3;59.9;-1.60;;-4.66;;-4.35;-1.90;-6.26;48.70;51.36;-2.66
219;Army;Patriot;;14;16;56.4;53.7;2.73;;-6.67;;-7.45;1.15;-6.29;47.83;51.27;-3.44
220;Western Kentucky;Sun Belt;;9;21;56.3;61.8;-5.47;;-0.83;;-5.24;-1.05;-6.29;44.81;46.53;-1.71
221;Oakland;Summit;;11;17;57.0;58.7;-1.71;;-1.86;;-8.04;1.66;-6.38;42.60;45.60;-3.00
222;San Francisco;WCC;;5;25;61.7;66.8;-5.07;;3.34;;0.50;-6.96;-6.46;43.45;48.70;-5.25
223;Valparaiso;Horizon;;10;21;52.5;55.8;-3.39;;-0.33;;-12.09;5.59;-6.50;41.62;45.57;-3.95
224;Southern Illinois;MVC;;8;22;62.9;69.8;-6.97;;0.01;;-0.89;-6.06;-6.96;45.87;49.13;-3.27
225;New Hampshire;AEC;;16;14;58.4;60.0;-1.57;;-5.56;;-3.89;-3.24;-7.13;49.67;54.29;-4.61
226;Southern Mississippi;CUSA;;13;18;61.4;64.8;-3.42;;-1.69;;-0.37;-6.77;-7.14;41.60;44.10;-2.50
227;Long Beach State;Big West;;14;18;59.7;65.2;-5.50;;-1.72;;-4.36;-2.86;-7.22;43.04;47.52;-4.48
228;Saint Francis (PA);NEC;;14;16;65.2;70.1;-4.83;;-2.49;;1.26;-8.58;-7.32;49.20;53.92;-4.72
229;Maryland-Eastern Shore;MEAC;;12;18;52.0;48.0;3.97;;-5.12;;-13.23;5.79;-7.44;27.34;30.27;-2.93
230;Tennessee Tech;OVC;;17;17;65.5;63.4;2.18;;-7.72;;-2.36;-5.12;-7.48;48.27;51.41;-3.15
231;Massachusetts;A-10;;7;22;57.6;65.6;-8.03;;0.53;;-3.64;-3.87;-7.50;49.27;54.60;-5.33
232;Loyola Marymount;WCC;;8;22;58.0;63.4;-5.37;;3.09;;-3.72;-3.83;-7.55;46.54;53.34;-6.81
233;Vermont;AEC;;10;20;59.1;61.9;-2.80;;-5.02;;-2.53;-5.29;-7.82;46.29;51.28;-4.99
234;Binghamton;AEC;;13;18;52.5;56.6;-4.03;;-3.91;;-9.60;1.65;-7.95;46.11;52.56;-6.45
235;Campbell;Big South;;18;12;64.9;56.1;8.80;;-11.86;;-4.14;-3.95;-8.08;45.80;47.18;-1.38
236;Florida Atlantic;Sun Belt;;17;13;56.4;55.4;0.93;;-3.64;;-7.14;-0.96;-8.10;39.57;43.82;-4.25
237;Northern Arizona;Big Sky;;9;20;66.3;69.1;-2.79;;-2.56;;1.65;-9.82;-8.17;46.95;52.83;-5.87
238;Georgia State;CAA;;8;22;61.8;70.3;-8.50;;0.14;;-1.68;-6.69;-8.36;45.10;49.38;-4.28
239;Arkansas State;Sun Belt;;12;18;58.0;64.0;-6.00;;-2.73;;-4.69;-3.69;-8.38;42.47;47.72;-5.24
240;Idaho;WAC;;12;20;61.9;64.2;-2.22;;-1.46;;-3.14;-5.35;-8.49;44.18;49.83;-5.65
241;Cal State Bakersfield;Ind;;7;22;70.3;74.3;-4.00;;3.13;;6.94;-15.46;-8.52;47.85;52.73;-4.88
242;Hawaii;WAC;;11;19;58.9;65.3;-6.47;;0.11;;-4.91;-3.73;-8.65;42.15;47.79;-5.64
243;Mount St. Mary's;NEC;;14;16;58.3;61.1;-2.80;;-5.85;;-4.89;-3.75;-8.65;49.61;55.85;-6.23
244;North Dakota State;Summit;;11;20;60.6;63.5;-2.81;;-0.17;;-3.94;-4.79;-8.73;44.47;50.13;-5.66
245;Prairie View;SWAC;;17;16;59.3;59.2;0.15;;-7.09;;-5.37;-3.37;-8.74;44.81;48.27;-3.45
246;Nicholls State;Southland;;15;16;66.5;58.6;7.94;;-7.46;;-0.50;-8.28;-8.78;35.67;39.44;-3.78
247;Buffalo;MAC;;9;22;62.1;72.1;-10.00;;1.12;;0.05;-8.93;-8.88;49.84;55.54;-5.70
248;San Jose State;WAC;;11;19;64.4;69.0;-4.53;;-4.48;;-1.56;-7.45;-9.01;44.63;51.46;-6.83
249;Sacramento State;Big Sky;;13;18;71.7;75.8;-4.16;;-1.53;;6.69;-15.79;-9.10;43.78;50.20;-6.42
250;North Carolina A&T;MEAC;;15;16;69.0;60.5;8.48;;-8.12;;1.20;-10.35;-9.15;36.30;40.95;-4.65
251;Louisiana-Monroe;Sun Belt;;9;21;59.9;63.3;-3.40;;-3.39;;-3.29;-5.91;-9.20;34.82;39.33;-4.51
252;Evansville;MVC;;5;25;53.5;63.6;-10.03;;0.58;;-9.26;-0.19;-9.46;41.96;50.05;-8.10
253;Radford;Big South;;16;15;66.2;61.6;4.61;;-9.04;;-2.28;-7.18;-9.46;46.79;51.05;-4.27
254;Siena;MAAC;;12;17;57.7;60.5;-2.79;;-6.67;;-5.54;-3.93;-9.46;49.04;56.85;-7.81
255;Cornell;Ivy;;12;16;55.5;57.9;-2.43;;-4.85;;-8.59;-0.92;-9.51;48.90;56.85;-7.96
256;FDU;NEC;;13;18;58.1;62.2;-4.10;;-5.43;;-6.15;-3.38;-9.53;43.59;51.74;-8.16
257;Alabama A&M;SWAC;;0;12;145.5;138.2;7.33;;-10.58;;-6.37;-3.29;-9.65;43.17;47.42;-4.25
258;Nevada;WAC;;7;23;67.5;72.8;-5.27;;-1.24;;2.11;-11.94;-9.83;48.03;55.87;-7.84
259;UTSA;Southland;;8;21;56.8;60.1;-3.24;;-4.62;;-7.55;-2.36;-9.91;27.81;33.74;-5.93
260;Iona;MAAC;;13;18;62.9;67.8;-4.90;;-5.09;;0.32;-10.32;-9.99;52.82;61.41;-8.59
261;Ball State;MAC;;9;21;58.7;65.3;-6.53;;-1.00;;-5.42;-4.69;-10.11;42.60;49.92;-7.32
262;Niagara;MAAC;;13;19;55.6;60.9;-5.34;;-4.80;;-7.88;-2.26;-10.14;45.62;54.43;-8.81
263;Canisius;MAAC;;12;18;57.5;62.3;-4.80;;-5.47;;-5.68;-4.60;-10.27;49.92;59.54;-9.62
264;Lamar;Southland;;16;15;59.2;55.4;3.81;;-4.71;;-6.60;-3.69;-10.29;27.40;32.33;-4.93
265;Furman;Southern;;15;16;61.1;63.9;-2.87;;-7.48;;-2.88;-7.48;-10.35;45.10;52.27;-7.17
266;Bryant;NEC;;14;15;61.6;63.9;-2.38;;-7.99;;-4.55;-5.81;-10.37;45.46;54.45;-9.00
267;Elon;Southern;;16;14;62.9;60.1;2.83;;-7.24;;-2.69;-7.76;-10.45;44.01;50.59;-6.58
268;Eastern Kentucky;OVC;;13;16;67.2;62.7;4.48;;-8.10;;-5.99;-4.52;-10.51;44.13;50.18;-6.04
269;Charleston Southern;Big South;;10;15;90.4;81.9;8.44;;-8.86;;2.57;-13.22;-10.65;51.83;57.97;-6.13
270;Cleveland State;Horizon;;12;19;59.5;67.0;-7.58;;-0.80;;-3.91;-6.79;-10.70;44.03;52.85;-8.82
271;Western Michigan;MAC;;8;22;62.3;71.4;-9.17;;-1.71;;-0.61;-10.26;-10.88;46.24;54.47;-8.23
272;Rider;MAAC;;11;19;55.7;60.4;-4.77;;-6.61;;-7.41;-3.97;-11.37;44.35;55.06;-10.71
273;East Tennessee State;A-Sun;;8;22;66.1;71.5;-5.40;;-6.22;;0.30;-11.92;-11.62;47.83;56.25;-8.42
274;Purdue Fort Wayne;Summit;;9;21;61.5;68.7;-7.20;;-0.72;;-1.84;-9.80;-11.65;52.68;61.21;-8.53
275;New Mexico State;WAC;;6;24;53.8;61.5;-7.73;;-1.63;;-11.15;-0.59;-11.73;39.14;50.54;-11.40
276;Colgate;Patriot;;8;22;58.4;63.0;-4.60;;-4.64;;-4.01;-7.73;-11.74;43.13;55.36;-12.23
277;UC Riverside;Big West;;5;24;55.1;66.9;-11.79;;0.01;;-8.57;-3.22;-11.78;38.49;50.13;-11.64
278;Lafayette;Patriot;;8;22;53.1;60.6;-7.47;;-4.43;;-9.50;-2.40;-11.90;42.46;53.41;-10.94
279;Southeastern Louisiana;Southland;;12;18;63.3;53.0;10.33;;-7.86;;-4.36;-7.57;-11.93;30.59;36.88;-6.29
280;Morehead State;OVC;;10;19;65.1;71.1;-5.97;;-6.25;;-1.65;-10.56;-12.22;47.87;57.23;-9.36
281;Texas State;Southland;;17;14;68.0;56.0;11.94;;-7.71;;0.81;-13.14;-12.33;27.75;34.27;-6.52
282;Western Illinois;Summit;;12;19;66.1;70.3;-4.16;;-2.41;;0.92;-13.29;-12.37;47.25;56.38;-9.13
283;Norfolk State;MEAC;;12;17;62.5;61.1;1.38;;-7.08;;-2.69;-9.77;-12.45;38.96;47.41;-8.45
284;Utah Valley;GWC;;15;15;60.5;59.4;1.03;;-10.02;;-8.44;-4.36;-12.80;40.94;50.73;-9.78
285;Dartmouth;Ivy;;6;22;53.8;66.1;-12.25;;-0.85;;-8.99;-4.20;-13.18;42.75;56.30;-13.54
286;Bucknell;Patriot;;5;25;51.3;59.2;-7.87;;-5.40;;-12.71;-0.56;-13.27;40.75;54.49;-13.74
287;Austin Peay;OVC;;9;22;66.6;73.5;-6.94;;-6.36;;-0.63;-12.67;-13.30;49.39;60.23;-10.84
288;Weber State;Big Sky;;2;27;61.9;73.3;-11.41;;-1.95;;-3.16;-10.20;-13.36;45.47;58.62;-13.15
289;Grambling;SWAC;;15;15;61.4;61.5;-0.03;;-9.19;;-5.56;-7.87;-13.42;36.32;45.25;-8.93
290;Belmont;A-Sun;;12;18;55.9;61.0;-5.07;;-8.47;;-12.55;-0.98;-13.54;39.91;51.01;-11.10
291;Western Carolina;Southern;;14;17;52.5;56.5;-3.94;;-9.61;;-13.80;0.26;-13.54;39.76;51.17;-11.40
292;Wofford;Southern;;13;18;56.4;57.8;-1.42;;-10.20;;-7.40;-6.39;-13.79;40.60;52.38;-11.78
293;Murray State;OVC;;13;18;69.2;72.0;-2.81;;-6.98;;-0.15;-13.69;-13.84;47.58;57.54;-9.96
294;Kennesaw State;A-Sun;;14;17;62.7;65.5;-2.71;;-11.24;;-6.08;-7.88;-13.95;44.48;56.11;-11.62
295;Presbyterian;Big South;;14;15;55.7;52.1;3.55;;-9.00;;-15.52;1.22;-14.30;37.35;48.36;-11.01
296;Alcorn State;SWAC;;14;20;55.3;60.4;-5.12;;-9.22;;-10.85;-3.49;-14.34;36.67;48.01;-11.34
297;College of Charleston;Southern;;7;23;47.4;54.8;-7.43;;-4.58;;-16.51;2.18;-14.34;30.28;42.98;-12.70
298;NJIT;GWC;;13;17;57.6;59.7;-2.10;;-12.30;;-9.42;-4.99;-14.41;46.31;59.54;-13.22
299;Southern Utah;Summit;;6;23;58.4;68.7;-10.24;;-1.80;;-5.57;-8.94;-14.51;40.02;52.70;-12.68
300;Southern;SWAC;;13;13;56.8;56.0;0.81;;-10.88;;-10.53;-4.00;-14.53;34.43;43.86;-9.43
301;Kent State;MAC;;6;21;57.3;70.1;-12.78;;-1.93;;-6.76;-7.95;-14.71;44.38;58.62;-14.24
302;Jacksonville;A-Sun;;11;20;63.0;66.5;-3.45;;-9.32;;-4.05;-10.88;-14.93;37.45;48.87;-11.42
303;Omaha;Ind;;15;12;64.6;31.4;33.26;;-7.70;;-9.24;-5.77;-15.00;18.39;24.52;-6.13
304;North Florida;A-Sun;;13;17;56.5;59.3;-2.73;;-10.24;;-11.46;-3.65;-15.11;36.98;49.99;-13.01
305;Texas-Rio Grande Valley;GWC;;13;17;55.4;52.7;2.73;;-6.86;;-12.66;-2.60;-15.26;25.56;36.91;-11.35
306;Tennessee State;OVC;;9;20;68.0;73.7;-5.69;;-6.82;;-0.09;-15.41;-15.50;42.57;55.20;-12.63
307;Texas A&M-Corpus Christi;Southland;;9;20;60.9;65.3;-4.41;;-8.47;;-5.06;-10.44;-15.50;27.27;39.72;-12.45
308;Saint Peter's;MAAC;;5;26;53.6;64.0;-10.42;;-5.28;;-10.37;-5.33;-15.69;38.86;55.07;-16.21
309;Rhode Island;A-10;;1;28;49.2;66.3;-17.14;;1.14;;-11.71;-4.29;-16.00;43.06;61.65;-18.59
310;Jackson State;SWAC;;11;17;56.6;53.4;3.29;;-14.81;;-12.70;-3.38;-16.08;34.06;46.85;-12.79
311;Morgan State;MEAC;;6;24;62.0;71.2;-9.27;;-4.56;;-1.09;-15.04;-16.13;40.50;53.89;-13.38
312;Maine;AEC;;8;23;52.2;60.5;-8.35;;-5.21;;-10.55;-5.73;-16.28;39.13;56.83;-17.70
313;Stony Brook;AEC;;4;26;43.3;55.7;-12.37;;-4.09;;-19.58;3.12;-16.46;34.37;55.03;-20.66
314;Alabama State;SWAC;;14;14;54.3;54.9;-0.61;;-11.43;;-13.03;-3.59;-16.61;30.96;44.30;-13.34
315;UT Arlington;Southland;;6;22;55.3;62.5;-7.18;;-5.65;;-9.38;-7.30;-16.69;24.09;38.41;-14.33
316;Georgia Southern;Southern;;8;22;51.8;57.7;-5.97;;-7.93;;-14.77;-1.93;-16.70;33.00;48.35;-15.36
317;Northwestern State;Southland;;6;23;66.4;59.0;7.38;;-6.29;;-1.50;-15.52;-17.02;27.17;39.30;-12.13
318;South Carolina State;MEAC;;13;16;61.0;58.8;2.21;;-9.35;;-6.57;-10.52;-17.09;32.94;46.20;-13.27
319;Savannah State;MEAC;;10;20;26.5;;;;-7.48;;-16.28;-1.05;-17.33;;;
320;St. Francis (NY);NEC;;4;25;48.4;59.0;-10.55;;-6.79;;-16.23;-1.11;-17.34;38.00;58.35;-20.36
321;Coastal Carolina;Big South;;13;15;59.2;52.8;6.39;;-11.50;;-12.93;-4.44;-17.37;32.62;45.51;-12.89
322;Air Force;MWC;;6;24;54.0;69.9;-15.97;;-1.24;;-8.08;-9.30;-17.38;32.22;50.03;-17.81
323;Bethune-Cookman;MEAC;;10;19;55.8;54.9;0.97;;-10.01;;-11.46;-5.93;-17.38;27.45;41.03;-13.58
324;Houston;CUSA;;3;26;52.9;68.1;-15.21;;-0.04;;-7.75;-9.98;-17.73;33.62;51.57;-17.95
325;Southeast Missouri State;OVC;;7;22;52.5;62.2;-9.72;;-5.53;;-15.76;-2.80;-18.57;35.01;52.66;-17.65
326;Delaware State;MEAC;;7;23;56.5;63.8;-7.30;;-5.27;;-9.43;-9.55;-18.99;38.39;56.61;-18.22
327;South Carolina Upstate;A-Sun;;9;21;60.3;68.9;-8.63;;-8.40;;-6.75;-12.54;-19.29;39.88;57.88;-18.00
328;Louisiana;Sun Belt;;7;23;52.1;56.9;-4.80;;-4.94;;-10.52;-8.86;-19.38;28.32;43.93;-15.61
329;Columbia;Ivy;;3;25;52.2;65.4;-13.25;;-4.87;;-11.35;-8.70;-20.05;38.06;60.38;-22.33
330;UNC Greensboro;Southern;;4;25;49.6;63.6;-14.00;;-6.20;;-13.96;-6.25;-20.20;35.39;56.22;-20.83
331;Wagner;NEC;;2;27;53.3;68.7;-15.38;;-5.07;;-10.63;-9.83;-20.45;39.15;61.70;-22.55
332;Troy;Sun Belt;;2;26;49.9;62.7;-12.82;;-5.96;;-13.83;-7.39;-21.22;31.96;54.77;-22.81
333;Chicago State;GWC;;6;24;55.1;64.8;-9.63;;-6.25;;-11.30;-11.06;-22.35;31.96;54.49;-22.54
334;Mercer;A-Sun;;6;23;59.7;75.8;-16.17;;-7.13;;-6.92;-16.39;-23.30;38.50;61.53;-23.03
335;Lipscomb;A-Sun;;6;23;58.6;71.8;-13.24;;-10.12;;-10.03;-13.33;-23.36;37.24;61.33;-24.09
336;UNC Asheville;Big South;;7;23;63.9;68.1;-4.17;;-10.23;;-5.30;-18.08;-23.38;41.00;62.60;-21.60
337;Texas Southern;SWAC;;5;26;47.3;59.7;-12.45;;-9.67;;-18.72;-5.66;-24.38;24.59;49.89;-25.30
338;Gardner-Webb;Big South;;4;25;50.8;69.7;-18.90;;-6.27;;-16.24;-9.21;-25.45;33.27;59.26;-25.99
339;Jacksonville State;OVC;;4;25;56.9;71.2;-14.24;;-8.40;;-12.00;-14.11;-26.12;33.34;60.49;-27.15
340;North Carolina Central;MEAC;;3;27;49.5;62.6;-13.03;;-7.96;;-16.33;-13.75;-30.07;21.54;49.63;-28.08
341;Arkansas-Pine Bluff;SWAC;;1;29;48.4;75.1;-26.73;;-4.45;;-14.63;-16.55;-31.19;25.87;57.64;-31.77
342;Houston Christian;GWC;;1;27;44.7;67.7;-23.00;;-8.86;;-22.60;-12.87;-35.47;16.92;58.65;-41.73
343;New Orleans;Ind;;0;26;53.9;15.4;38.54;;-3.74;;-22.58;-28.66;-51.24;5.99;16.05;-10.06
